year,mm-dd,location,parameter,unit,datatype,value
2019,1-Jan,BON,Stlhd,fish/day,Adult Passage,7
2019,2-Jan,BON,Stlhd,fish/day,Adult Passage,19
2019,3-Jan,BON,Stlhd,fish/day,Adult Passage,8
2019,4-Jan,BON,Stlhd,fish/day,Adult Passage,18
2019,5-Jan,BON,Stlhd,fish/day,Adult Passage,11
2019,6-Jan,BON,Stlhd,fish/day,Adult Passage,8
2019,7-Jan,BON,Stlhd,fish/day,Adult Passage,7
2019,8-Jan,BON,Stlhd,fish/day,Adult Passage,1
2019,9-Jan,BON,Stlhd,fish/day,Adult Passage,2
2019,10-Jan,BON,Stlhd,fish/day,Adult Passage,6
2019,11-Jan,BON,Stlhd,fish/day,Adult Passage,9
2019,12-Jan,BON,Stlhd,fish/day,Adult Passage,4
2019,13-Jan,BON,Stlhd,fish/day,Adult Passage,5
2019,14-Jan,BON,Stlhd,fish/day,Adult Passage,0
2019,15-Jan,BON,Stlhd,fish/day,Adult Passage,3
2019,16-Jan,BON,Stlhd,fish/day,Adult Passage,4
2019,17-Jan,BON,Stlhd,fish/day,Adult Passage,1
2019,18-Jan,BON,Stlhd,fish/day,Adult Passage,5
2019,19-Jan,BON,Stlhd,fish/day,Adult Passage,9
2019,20-Jan,BON,Stlhd,fish/day,Adult Passage,9
2019,21-Jan,BON,Stlhd,fish/day,Adult Passage,3
2019,22-Jan,BON,Stlhd,fish/day,Adult Passage,9
2019,23-Jan,BON,Stlhd,fish/day,Adult Passage,6
2019,24-Jan,BON,Stlhd,fish/day,Adult Passage,4
2019,25-Jan,BON,Stlhd,fish/day,Adult Passage,2
2019,26-Jan,BON,Stlhd,fish/day,Adult Passage,2
2019,27-Jan,BON,Stlhd,fish/day,Adult Passage,0
2019,28-Jan,BON,Stlhd,fish/day,Adult Passage,3
2019,29-Jan,BON,Stlhd,fish/day,Adult Passage,8
2019,30-Jan,BON,Stlhd,fish/day,Adult Passage,8
2019,31-Jan,BON,Stlhd,fish/day,Adult Passage,2
2019,1-Feb,BON,Stlhd,fish/day,Adult Passage,3
2019,2-Feb,BON,Stlhd,fish/day,Adult Passage,3
2019,3-Feb,BON,Stlhd,fish/day,Adult Passage,6
2019,4-Feb,BON,Stlhd,fish/day,Adult Passage,1
2019,5-Feb,BON,Stlhd,fish/day,Adult Passage,2
2019,6-Feb,BON,Stlhd,fish/day,Adult Passage,5
2019,7-Feb,BON,Stlhd,fish/day,Adult Passage,0
2019,8-Feb,BON,Stlhd,fish/day,Adult Passage,3
2019,9-Feb,BON,Stlhd,fish/day,Adult Passage,-2
2019,10-Feb,BON,Stlhd,fish/day,Adult Passage,1
2019,11-Feb,BON,Stlhd,fish/day,Adult Passage,-2
2019,12-Feb,BON,Stlhd,fish/day,Adult Passage,1
2019,13-Feb,BON,Stlhd,fish/day,Adult Passage,2
2019,14-Feb,BON,Stlhd,fish/day,Adult Passage,1
2019,15-Feb,BON,Stlhd,fish/day,Adult Passage,0
2019,16-Feb,BON,Stlhd,fish/day,Adult Passage,6
2019,17-Feb,BON,Stlhd,fish/day,Adult Passage,5
2019,18-Feb,BON,Stlhd,fish/day,Adult Passage,1
2019,19-Feb,BON,Stlhd,fish/day,Adult Passage,5
2019,20-Feb,BON,Stlhd,fish/day,Adult Passage,4
2019,21-Feb,BON,Stlhd,fish/day,Adult Passage,3
2019,22-Feb,BON,Stlhd,fish/day,Adult Passage,5
2019,23-Feb,BON,Stlhd,fish/day,Adult Passage,2
2019,24-Feb,BON,Stlhd,fish/day,Adult Passage,0
2019,25-Feb,BON,Stlhd,fish/day,Adult Passage,4
2019,26-Feb,BON,Stlhd,fish/day,Adult Passage,2
2019,27-Feb,BON,Stlhd,fish/day,Adult Passage,2
2019,28-Feb,BON,Stlhd,fish/day,Adult Passage,3
2019,29-Feb,BON,Stlhd,fish/day,Adult Passage,NA
2019,1-Mar,BON,Stlhd,fish/day,Adult Passage,9
2019,2-Mar,BON,Stlhd,fish/day,Adult Passage,3
2019,3-Mar,BON,Stlhd,fish/day,Adult Passage,5
2019,4-Mar,BON,Stlhd,fish/day,Adult Passage,-1
2019,5-Mar,BON,Stlhd,fish/day,Adult Passage,3
2019,6-Mar,BON,Stlhd,fish/day,Adult Passage,1
2019,7-Mar,BON,Stlhd,fish/day,Adult Passage,1
2019,8-Mar,BON,Stlhd,fish/day,Adult Passage,1
2019,9-Mar,BON,Stlhd,fish/day,Adult Passage,7
2019,10-Mar,BON,Stlhd,fish/day,Adult Passage,6
2019,11-Mar,BON,Stlhd,fish/day,Adult Passage,5
2019,12-Mar,BON,Stlhd,fish/day,Adult Passage,2
2019,13-Mar,BON,Stlhd,fish/day,Adult Passage,5
2019,14-Mar,BON,Stlhd,fish/day,Adult Passage,21
2019,15-Mar,BON,Stlhd,fish/day,Adult Passage,4
2019,16-Mar,BON,Stlhd,fish/day,Adult Passage,20
2019,17-Mar,BON,Stlhd,fish/day,Adult Passage,21
2019,18-Mar,BON,Stlhd,fish/day,Adult Passage,11
2019,19-Mar,BON,Stlhd,fish/day,Adult Passage,48
2019,20-Mar,BON,Stlhd,fish/day,Adult Passage,49
2019,21-Mar,BON,Stlhd,fish/day,Adult Passage,45
2019,22-Mar,BON,Stlhd,fish/day,Adult Passage,69
2019,23-Mar,BON,Stlhd,fish/day,Adult Passage,192
2019,24-Mar,BON,Stlhd,fish/day,Adult Passage,145
2019,25-Mar,BON,Stlhd,fish/day,Adult Passage,49
2019,26-Mar,BON,Stlhd,fish/day,Adult Passage,50
2019,27-Mar,BON,Stlhd,fish/day,Adult Passage,27
2019,28-Mar,BON,Stlhd,fish/day,Adult Passage,47
2019,29-Mar,BON,Stlhd,fish/day,Adult Passage,40
2019,30-Mar,BON,Stlhd,fish/day,Adult Passage,46
2019,31-Mar,BON,Stlhd,fish/day,Adult Passage,40
2019,1-Apr,BON,Stlhd,fish/day,Adult Passage,27
2019,2-Apr,BON,Stlhd,fish/day,Adult Passage,29
2019,3-Apr,BON,Stlhd,fish/day,Adult Passage,23
2019,4-Apr,BON,Stlhd,fish/day,Adult Passage,24
2019,5-Apr,BON,Stlhd,fish/day,Adult Passage,17
2019,6-Apr,BON,Stlhd,fish/day,Adult Passage,20
2019,7-Apr,BON,Stlhd,fish/day,Adult Passage,32
2019,8-Apr,BON,Stlhd,fish/day,Adult Passage,36
2019,9-Apr,BON,Stlhd,fish/day,Adult Passage,12
2019,10-Apr,BON,Stlhd,fish/day,Adult Passage,6
2019,11-Apr,BON,Stlhd,fish/day,Adult Passage,32
2019,12-Apr,BON,Stlhd,fish/day,Adult Passage,20
2019,13-Apr,BON,Stlhd,fish/day,Adult Passage,11
2019,14-Apr,BON,Stlhd,fish/day,Adult Passage,12
2019,15-Apr,BON,Stlhd,fish/day,Adult Passage,11
2019,16-Apr,BON,Stlhd,fish/day,Adult Passage,8
2019,17-Apr,BON,Stlhd,fish/day,Adult Passage,8
2019,18-Apr,BON,Stlhd,fish/day,Adult Passage,15
2019,19-Apr,BON,Stlhd,fish/day,Adult Passage,19
2019,20-Apr,BON,Stlhd,fish/day,Adult Passage,19
2019,21-Apr,BON,Stlhd,fish/day,Adult Passage,10
2019,22-Apr,BON,Stlhd,fish/day,Adult Passage,22
2019,23-Apr,BON,Stlhd,fish/day,Adult Passage,15
2019,24-Apr,BON,Stlhd,fish/day,Adult Passage,3
2019,25-Apr,BON,Stlhd,fish/day,Adult Passage,4
2019,26-Apr,BON,Stlhd,fish/day,Adult Passage,10
2019,27-Apr,BON,Stlhd,fish/day,Adult Passage,5
2019,28-Apr,BON,Stlhd,fish/day,Adult Passage,9
2019,29-Apr,BON,Stlhd,fish/day,Adult Passage,15
2019,30-Apr,BON,Stlhd,fish/day,Adult Passage,19
2019,1-May,BON,Stlhd,fish/day,Adult Passage,15
2019,2-May,BON,Stlhd,fish/day,Adult Passage,20
2019,3-May,BON,Stlhd,fish/day,Adult Passage,17
2019,4-May,BON,Stlhd,fish/day,Adult Passage,19
2019,5-May,BON,Stlhd,fish/day,Adult Passage,15
2019,6-May,BON,Stlhd,fish/day,Adult Passage,20
2019,7-May,BON,Stlhd,fish/day,Adult Passage,26
2019,8-May,BON,Stlhd,fish/day,Adult Passage,21
2019,9-May,BON,Stlhd,fish/day,Adult Passage,14
2019,10-May,BON,Stlhd,fish/day,Adult Passage,10
2019,11-May,BON,Stlhd,fish/day,Adult Passage,15
2019,12-May,BON,Stlhd,fish/day,Adult Passage,12
2019,13-May,BON,Stlhd,fish/day,Adult Passage,8
2019,14-May,BON,Stlhd,fish/day,Adult Passage,10
2019,15-May,BON,Stlhd,fish/day,Adult Passage,13
2019,16-May,BON,Stlhd,fish/day,Adult Passage,15
2019,17-May,BON,Stlhd,fish/day,Adult Passage,24
2019,18-May,BON,Stlhd,fish/day,Adult Passage,17
2019,19-May,BON,Stlhd,fish/day,Adult Passage,3
2019,20-May,BON,Stlhd,fish/day,Adult Passage,5
2019,21-May,BON,Stlhd,fish/day,Adult Passage,6
2019,22-May,BON,Stlhd,fish/day,Adult Passage,8
2019,23-May,BON,Stlhd,fish/day,Adult Passage,17
2019,24-May,BON,Stlhd,fish/day,Adult Passage,14
2019,25-May,BON,Stlhd,fish/day,Adult Passage,16
2019,26-May,BON,Stlhd,fish/day,Adult Passage,14
2019,27-May,BON,Stlhd,fish/day,Adult Passage,18
2019,28-May,BON,Stlhd,fish/day,Adult Passage,15
2019,29-May,BON,Stlhd,fish/day,Adult Passage,16
2019,30-May,BON,Stlhd,fish/day,Adult Passage,14
2019,31-May,BON,Stlhd,fish/day,Adult Passage,22
2019,1-Jun,BON,Stlhd,fish/day,Adult Passage,20
2019,2-Jun,BON,Stlhd,fish/day,Adult Passage,21
2019,3-Jun,BON,Stlhd,fish/day,Adult Passage,17
2019,4-Jun,BON,Stlhd,fish/day,Adult Passage,22
2019,5-Jun,BON,Stlhd,fish/day,Adult Passage,20
2019,6-Jun,BON,Stlhd,fish/day,Adult Passage,23
2019,7-Jun,BON,Stlhd,fish/day,Adult Passage,39
2019,8-Jun,BON,Stlhd,fish/day,Adult Passage,33
2019,9-Jun,BON,Stlhd,fish/day,Adult Passage,28
2019,10-Jun,BON,Stlhd,fish/day,Adult Passage,25
2019,11-Jun,BON,Stlhd,fish/day,Adult Passage,27
2019,12-Jun,BON,Stlhd,fish/day,Adult Passage,24
2019,13-Jun,BON,Stlhd,fish/day,Adult Passage,37
2019,14-Jun,BON,Stlhd,fish/day,Adult Passage,41
2019,15-Jun,BON,Stlhd,fish/day,Adult Passage,45
2019,16-Jun,BON,Stlhd,fish/day,Adult Passage,42
2019,17-Jun,BON,Stlhd,fish/day,Adult Passage,52
2019,18-Jun,BON,Stlhd,fish/day,Adult Passage,49
2019,19-Jun,BON,Stlhd,fish/day,Adult Passage,69
2019,20-Jun,BON,Stlhd,fish/day,Adult Passage,78
2019,21-Jun,BON,Stlhd,fish/day,Adult Passage,104
2019,22-Jun,BON,Stlhd,fish/day,Adult Passage,71
2019,23-Jun,BON,Stlhd,fish/day,Adult Passage,100
2019,24-Jun,BON,Stlhd,fish/day,Adult Passage,94
2019,25-Jun,BON,Stlhd,fish/day,Adult Passage,95
2019,26-Jun,BON,Stlhd,fish/day,Adult Passage,167
2019,27-Jun,BON,Stlhd,fish/day,Adult Passage,141
2019,28-Jun,BON,Stlhd,fish/day,Adult Passage,214
2019,29-Jun,BON,Stlhd,fish/day,Adult Passage,209
2019,30-Jun,BON,Stlhd,fish/day,Adult Passage,275
2019,1-Jul,BON,Stlhd,fish/day,Adult Passage,292
2019,2-Jul,BON,Stlhd,fish/day,Adult Passage,339
2019,3-Jul,BON,Stlhd,fish/day,Adult Passage,460
2019,4-Jul,BON,Stlhd,fish/day,Adult Passage,482
2019,5-Jul,BON,Stlhd,fish/day,Adult Passage,479
2019,6-Jul,BON,Stlhd,fish/day,Adult Passage,457
2019,7-Jul,BON,Stlhd,fish/day,Adult Passage,396
2019,8-Jul,BON,Stlhd,fish/day,Adult Passage,454
2019,9-Jul,BON,Stlhd,fish/day,Adult Passage,572
2019,10-Jul,BON,Stlhd,fish/day,Adult Passage,511
2019,11-Jul,BON,Stlhd,fish/day,Adult Passage,596
2019,12-Jul,BON,Stlhd,fish/day,Adult Passage,650
2019,13-Jul,BON,Stlhd,fish/day,Adult Passage,545
2019,14-Jul,BON,Stlhd,fish/day,Adult Passage,633
2019,15-Jul,BON,Stlhd,fish/day,Adult Passage,807
2019,16-Jul,BON,Stlhd,fish/day,Adult Passage,878
2019,17-Jul,BON,Stlhd,fish/day,Adult Passage,824
2019,18-Jul,BON,Stlhd,fish/day,Adult Passage,921
2019,19-Jul,BON,Stlhd,fish/day,Adult Passage,702
2019,20-Jul,BON,Stlhd,fish/day,Adult Passage,754
2019,21-Jul,BON,Stlhd,fish/day,Adult Passage,822
2019,22-Jul,BON,Stlhd,fish/day,Adult Passage,880
2019,23-Jul,BON,Stlhd,fish/day,Adult Passage,1000
2019,24-Jul,BON,Stlhd,fish/day,Adult Passage,914
2019,25-Jul,BON,Stlhd,fish/day,Adult Passage,1067
2019,26-Jul,BON,Stlhd,fish/day,Adult Passage,751
2019,27-Jul,BON,Stlhd,fish/day,Adult Passage,1005
2019,28-Jul,BON,Stlhd,fish/day,Adult Passage,1226
2019,29-Jul,BON,Stlhd,fish/day,Adult Passage,1141
2019,30-Jul,BON,Stlhd,fish/day,Adult Passage,1005
2019,31-Jul,BON,Stlhd,fish/day,Adult Passage,725
2019,1-Aug,BON,Stlhd,fish/day,Adult Passage,1231
2019,2-Aug,BON,Stlhd,fish/day,Adult Passage,983
2019,3-Aug,BON,Stlhd,fish/day,Adult Passage,1038
2019,4-Aug,BON,Stlhd,fish/day,Adult Passage,1214
2019,5-Aug,BON,Stlhd,fish/day,Adult Passage,1215
2019,6-Aug,BON,Stlhd,fish/day,Adult Passage,1222
2019,7-Aug,BON,Stlhd,fish/day,Adult Passage,1553
2019,8-Aug,BON,Stlhd,fish/day,Adult Passage,1371
2019,9-Aug,BON,Stlhd,fish/day,Adult Passage,1252
2019,10-Aug,BON,Stlhd,fish/day,Adult Passage,777
2019,11-Aug,BON,Stlhd,fish/day,Adult Passage,976
2019,12-Aug,BON,Stlhd,fish/day,Adult Passage,1190
2019,13-Aug,BON,Stlhd,fish/day,Adult Passage,1172
2019,14-Aug,BON,Stlhd,fish/day,Adult Passage,1483
2019,15-Aug,BON,Stlhd,fish/day,Adult Passage,1149
2019,16-Aug,BON,Stlhd,fish/day,Adult Passage,1085
2019,17-Aug,BON,Stlhd,fish/day,Adult Passage,1312
2019,18-Aug,BON,Stlhd,fish/day,Adult Passage,845
2019,19-Aug,BON,Stlhd,fish/day,Adult Passage,876
2019,20-Aug,BON,Stlhd,fish/day,Adult Passage,945
2019,21-Aug,BON,Stlhd,fish/day,Adult Passage,690
2019,22-Aug,BON,Stlhd,fish/day,Adult Passage,755
2019,23-Aug,BON,Stlhd,fish/day,Adult Passage,690
2019,24-Aug,BON,Stlhd,fish/day,Adult Passage,453
2019,25-Aug,BON,Stlhd,fish/day,Adult Passage,380
2019,26-Aug,BON,Stlhd,fish/day,Adult Passage,636
2019,27-Aug,BON,Stlhd,fish/day,Adult Passage,603
2019,28-Aug,BON,Stlhd,fish/day,Adult Passage,571
2019,29-Aug,BON,Stlhd,fish/day,Adult Passage,670
2019,30-Aug,BON,Stlhd,fish/day,Adult Passage,624
2019,31-Aug,BON,Stlhd,fish/day,Adult Passage,565
2019,1-Sep,BON,Stlhd,fish/day,Adult Passage,814
2019,2-Sep,BON,Stlhd,fish/day,Adult Passage,612
2019,3-Sep,BON,Stlhd,fish/day,Adult Passage,477
2019,4-Sep,BON,Stlhd,fish/day,Adult Passage,513
2019,5-Sep,BON,Stlhd,fish/day,Adult Passage,598
2019,6-Sep,BON,Stlhd,fish/day,Adult Passage,466
2019,7-Sep,BON,Stlhd,fish/day,Adult Passage,284
2019,8-Sep,BON,Stlhd,fish/day,Adult Passage,227
2019,9-Sep,BON,Stlhd,fish/day,Adult Passage,307
2019,10-Sep,BON,Stlhd,fish/day,Adult Passage,148
2019,11-Sep,BON,Stlhd,fish/day,Adult Passage,254
2019,12-Sep,BON,Stlhd,fish/day,Adult Passage,524
2019,13-Sep,BON,Stlhd,fish/day,Adult Passage,796
2019,14-Sep,BON,Stlhd,fish/day,Adult Passage,635
2019,15-Sep,BON,Stlhd,fish/day,Adult Passage,575
2019,16-Sep,BON,Stlhd,fish/day,Adult Passage,766
2019,17-Sep,BON,Stlhd,fish/day,Adult Passage,518
2019,18-Sep,BON,Stlhd,fish/day,Adult Passage,776
2019,19-Sep,BON,Stlhd,fish/day,Adult Passage,564
2019,20-Sep,BON,Stlhd,fish/day,Adult Passage,621
2019,21-Sep,BON,Stlhd,fish/day,Adult Passage,441
2019,22-Sep,BON,Stlhd,fish/day,Adult Passage,602
2019,23-Sep,BON,Stlhd,fish/day,Adult Passage,382
2019,24-Sep,BON,Stlhd,fish/day,Adult Passage,281
2019,25-Sep,BON,Stlhd,fish/day,Adult Passage,382
2019,26-Sep,BON,Stlhd,fish/day,Adult Passage,323
2019,27-Sep,BON,Stlhd,fish/day,Adult Passage,283
2019,28-Sep,BON,Stlhd,fish/day,Adult Passage,278
2019,29-Sep,BON,Stlhd,fish/day,Adult Passage,273
2019,30-Sep,BON,Stlhd,fish/day,Adult Passage,387
2019,1-Oct,BON,Stlhd,fish/day,Adult Passage,170
2019,2-Oct,BON,Stlhd,fish/day,Adult Passage,243
2019,3-Oct,BON,Stlhd,fish/day,Adult Passage,258
2019,4-Oct,BON,Stlhd,fish/day,Adult Passage,271
2019,5-Oct,BON,Stlhd,fish/day,Adult Passage,334
2019,6-Oct,BON,Stlhd,fish/day,Adult Passage,309
2019,7-Oct,BON,Stlhd,fish/day,Adult Passage,342
2019,8-Oct,BON,Stlhd,fish/day,Adult Passage,323
2019,9-Oct,BON,Stlhd,fish/day,Adult Passage,520
2019,10-Oct,BON,Stlhd,fish/day,Adult Passage,394
2019,11-Oct,BON,Stlhd,fish/day,Adult Passage,355
2019,12-Oct,BON,Stlhd,fish/day,Adult Passage,241
2019,13-Oct,BON,Stlhd,fish/day,Adult Passage,358
2019,14-Oct,BON,Stlhd,fish/day,Adult Passage,225
2019,15-Oct,BON,Stlhd,fish/day,Adult Passage,341
2019,16-Oct,BON,Stlhd,fish/day,Adult Passage,221
2019,17-Oct,BON,Stlhd,fish/day,Adult Passage,164
2019,18-Oct,BON,Stlhd,fish/day,Adult Passage,163
2019,19-Oct,BON,Stlhd,fish/day,Adult Passage,96
2019,20-Oct,BON,Stlhd,fish/day,Adult Passage,193
2019,21-Oct,BON,Stlhd,fish/day,Adult Passage,160
2019,22-Oct,BON,Stlhd,fish/day,Adult Passage,111
2019,23-Oct,BON,Stlhd,fish/day,Adult Passage,139
2019,24-Oct,BON,Stlhd,fish/day,Adult Passage,108
2019,25-Oct,BON,Stlhd,fish/day,Adult Passage,97
2019,26-Oct,BON,Stlhd,fish/day,Adult Passage,102
2019,27-Oct,BON,Stlhd,fish/day,Adult Passage,78
2019,28-Oct,BON,Stlhd,fish/day,Adult Passage,63
2019,29-Oct,BON,Stlhd,fish/day,Adult Passage,103
2019,30-Oct,BON,Stlhd,fish/day,Adult Passage,30
2019,31-Oct,BON,Stlhd,fish/day,Adult Passage,33
2019,1-Nov,BON,Stlhd,fish/day,Adult Passage,32
2019,2-Nov,BON,Stlhd,fish/day,Adult Passage,38
2019,3-Nov,BON,Stlhd,fish/day,Adult Passage,17
2019,4-Nov,BON,Stlhd,fish/day,Adult Passage,30
2019,5-Nov,BON,Stlhd,fish/day,Adult Passage,21
2019,6-Nov,BON,Stlhd,fish/day,Adult Passage,12
2019,7-Nov,BON,Stlhd,fish/day,Adult Passage,14
2019,8-Nov,BON,Stlhd,fish/day,Adult Passage,11
2019,9-Nov,BON,Stlhd,fish/day,Adult Passage,10
2019,10-Nov,BON,Stlhd,fish/day,Adult Passage,9
2019,11-Nov,BON,Stlhd,fish/day,Adult Passage,11
2019,12-Nov,BON,Stlhd,fish/day,Adult Passage,4
2019,13-Nov,BON,Stlhd,fish/day,Adult Passage,2
2019,14-Nov,BON,Stlhd,fish/day,Adult Passage,-2
2019,15-Nov,BON,Stlhd,fish/day,Adult Passage,5
2019,16-Nov,BON,Stlhd,fish/day,Adult Passage,8
2019,17-Nov,BON,Stlhd,fish/day,Adult Passage,6
2019,18-Nov,BON,Stlhd,fish/day,Adult Passage,7
2019,19-Nov,BON,Stlhd,fish/day,Adult Passage,16
2019,20-Nov,BON,Stlhd,fish/day,Adult Passage,15
2019,21-Nov,BON,Stlhd,fish/day,Adult Passage,15
2019,22-Nov,BON,Stlhd,fish/day,Adult Passage,7
2019,23-Nov,BON,Stlhd,fish/day,Adult Passage,10
2019,24-Nov,BON,Stlhd,fish/day,Adult Passage,4
2019,25-Nov,BON,Stlhd,fish/day,Adult Passage,9
2019,26-Nov,BON,Stlhd,fish/day,Adult Passage,5
2019,27-Nov,BON,Stlhd,fish/day,Adult Passage,3
2019,28-Nov,BON,Stlhd,fish/day,Adult Passage,8
2019,29-Nov,BON,Stlhd,fish/day,Adult Passage,3
2019,30-Nov,BON,Stlhd,fish/day,Adult Passage,1
2019,1-Dec,BON,Stlhd,fish/day,Adult Passage,5
2019,2-Dec,BON,Stlhd,fish/day,Adult Passage,7
2019,3-Dec,BON,Stlhd,fish/day,Adult Passage,4
2019,4-Dec,BON,Stlhd,fish/day,Adult Passage,6
2019,5-Dec,BON,Stlhd,fish/day,Adult Passage,5
2019,6-Dec,BON,Stlhd,fish/day,Adult Passage,2
2019,7-Dec,BON,Stlhd,fish/day,Adult Passage,1
2019,8-Dec,BON,Stlhd,fish/day,Adult Passage,3
2019,9-Dec,BON,Stlhd,fish/day,Adult Passage,1
2019,10-Dec,BON,Stlhd,fish/day,Adult Passage,0
2019,11-Dec,BON,Stlhd,fish/day,Adult Passage,0
2019,12-Dec,BON,Stlhd,fish/day,Adult Passage,2
2019,13-Dec,BON,Stlhd,fish/day,Adult Passage,7
2019,14-Dec,BON,Stlhd,fish/day,Adult Passage,0
2019,15-Dec,BON,Stlhd,fish/day,Adult Passage,1
2019,16-Dec,BON,Stlhd,fish/day,Adult Passage,NA
2019,17-Dec,BON,Stlhd,fish/day,Adult Passage,NA
2019,18-Dec,BON,Stlhd,fish/day,Adult Passage,NA
2019,19-Dec,BON,Stlhd,fish/day,Adult Passage,NA
2019,20-Dec,BON,Stlhd,fish/day,Adult Passage,NA
2019,21-Dec,BON,Stlhd,fish/day,Adult Passage,NA
2019,22-Dec,BON,Stlhd,fish/day,Adult Passage,NA
2019,23-Dec,BON,Stlhd,fish/day,Adult Passage,NA
2019,24-Dec,BON,Stlhd,fish/day,Adult Passage,NA
2019,25-Dec,BON,Stlhd,fish/day,Adult Passage,NA
2019,26-Dec,BON,Stlhd,fish/day,Adult Passage,NA
2019,27-Dec,BON,Stlhd,fish/day,Adult Passage,NA
2019,28-Dec,BON,Stlhd,fish/day,Adult Passage,NA
2019,29-Dec,BON,Stlhd,fish/day,Adult Passage,NA
2019,30-Dec,BON,Stlhd,fish/day,Adult Passage,NA
2019,31-Dec,BON,Stlhd,fish/day,Adult Passage,NA
2018,1-Jan,BON,Stlhd,fish/day,Adult Passage,5
2018,2-Jan,BON,Stlhd,fish/day,Adult Passage,4
2018,3-Jan,BON,Stlhd,fish/day,Adult Passage,3
2018,4-Jan,BON,Stlhd,fish/day,Adult Passage,5
2018,5-Jan,BON,Stlhd,fish/day,Adult Passage,10
2018,6-Jan,BON,Stlhd,fish/day,Adult Passage,3
2018,7-Jan,BON,Stlhd,fish/day,Adult Passage,1
2018,8-Jan,BON,Stlhd,fish/day,Adult Passage,4
2018,9-Jan,BON,Stlhd,fish/day,Adult Passage,2
2018,10-Jan,BON,Stlhd,fish/day,Adult Passage,2
2018,11-Jan,BON,Stlhd,fish/day,Adult Passage,23
2018,12-Jan,BON,Stlhd,fish/day,Adult Passage,27
2018,13-Jan,BON,Stlhd,fish/day,Adult Passage,11
2018,14-Jan,BON,Stlhd,fish/day,Adult Passage,6
2018,15-Jan,BON,Stlhd,fish/day,Adult Passage,14
2018,16-Jan,BON,Stlhd,fish/day,Adult Passage,6
2018,17-Jan,BON,Stlhd,fish/day,Adult Passage,8
2018,18-Jan,BON,Stlhd,fish/day,Adult Passage,8
2018,19-Jan,BON,Stlhd,fish/day,Adult Passage,9
2018,20-Jan,BON,Stlhd,fish/day,Adult Passage,15
2018,21-Jan,BON,Stlhd,fish/day,Adult Passage,4
2018,22-Jan,BON,Stlhd,fish/day,Adult Passage,9
2018,23-Jan,BON,Stlhd,fish/day,Adult Passage,2
2018,24-Jan,BON,Stlhd,fish/day,Adult Passage,4
2018,25-Jan,BON,Stlhd,fish/day,Adult Passage,4
2018,26-Jan,BON,Stlhd,fish/day,Adult Passage,1
2018,27-Jan,BON,Stlhd,fish/day,Adult Passage,6
2018,28-Jan,BON,Stlhd,fish/day,Adult Passage,9
2018,29-Jan,BON,Stlhd,fish/day,Adult Passage,12
2018,30-Jan,BON,Stlhd,fish/day,Adult Passage,15
2018,31-Jan,BON,Stlhd,fish/day,Adult Passage,6
2018,1-Feb,BON,Stlhd,fish/day,Adult Passage,12
2018,2-Feb,BON,Stlhd,fish/day,Adult Passage,10
2018,3-Feb,BON,Stlhd,fish/day,Adult Passage,20
2018,4-Feb,BON,Stlhd,fish/day,Adult Passage,30
2018,5-Feb,BON,Stlhd,fish/day,Adult Passage,11
2018,6-Feb,BON,Stlhd,fish/day,Adult Passage,18
2018,7-Feb,BON,Stlhd,fish/day,Adult Passage,9
2018,8-Feb,BON,Stlhd,fish/day,Adult Passage,14
2018,9-Feb,BON,Stlhd,fish/day,Adult Passage,15
2018,10-Feb,BON,Stlhd,fish/day,Adult Passage,44
2018,11-Feb,BON,Stlhd,fish/day,Adult Passage,41
2018,12-Feb,BON,Stlhd,fish/day,Adult Passage,21
2018,13-Feb,BON,Stlhd,fish/day,Adult Passage,9
2018,14-Feb,BON,Stlhd,fish/day,Adult Passage,19
2018,15-Feb,BON,Stlhd,fish/day,Adult Passage,15
2018,16-Feb,BON,Stlhd,fish/day,Adult Passage,11
2018,17-Feb,BON,Stlhd,fish/day,Adult Passage,15
2018,18-Feb,BON,Stlhd,fish/day,Adult Passage,9
2018,19-Feb,BON,Stlhd,fish/day,Adult Passage,3
2018,20-Feb,BON,Stlhd,fish/day,Adult Passage,9
2018,21-Feb,BON,Stlhd,fish/day,Adult Passage,10
2018,22-Feb,BON,Stlhd,fish/day,Adult Passage,6
2018,23-Feb,BON,Stlhd,fish/day,Adult Passage,7
2018,24-Feb,BON,Stlhd,fish/day,Adult Passage,3
2018,25-Feb,BON,Stlhd,fish/day,Adult Passage,20
2018,26-Feb,BON,Stlhd,fish/day,Adult Passage,6
2018,27-Feb,BON,Stlhd,fish/day,Adult Passage,12
2018,28-Feb,BON,Stlhd,fish/day,Adult Passage,11
2018,29-Feb,BON,Stlhd,fish/day,Adult Passage,NA
2018,1-Mar,BON,Stlhd,fish/day,Adult Passage,11
2018,2-Mar,BON,Stlhd,fish/day,Adult Passage,25
2018,3-Mar,BON,Stlhd,fish/day,Adult Passage,16
2018,4-Mar,BON,Stlhd,fish/day,Adult Passage,21
2018,5-Mar,BON,Stlhd,fish/day,Adult Passage,10
2018,6-Mar,BON,Stlhd,fish/day,Adult Passage,16
2018,7-Mar,BON,Stlhd,fish/day,Adult Passage,11
2018,8-Mar,BON,Stlhd,fish/day,Adult Passage,7
2018,9-Mar,BON,Stlhd,fish/day,Adult Passage,25
2018,10-Mar,BON,Stlhd,fish/day,Adult Passage,29
2018,11-Mar,BON,Stlhd,fish/day,Adult Passage,38
