year,mm-dd,location,parameter,unit,datatype,value
1999,30-Jul,BON,Stlhd,fish/day,Adult Passage,3327
1999,31-Jul,BON,Stlhd,fish/day,Adult Passage,2901
1999,1-Aug,BON,Stlhd,fish/day,Adult Passage,3270
1999,2-Aug,BON,Stlhd,fish/day,Adult Passage,3215
1999,3-Aug,BON,Stlhd,fish/day,Adult Passage,4465
1999,4-Aug,BON,Stlhd,fish/day,Adult Passage,3471
1999,5-Aug,BON,Stlhd,fish/day,Adult Passage,3463
1999,6-Aug,BON,Stlhd,fish/day,Adult Passage,2748
1999,7-Aug,BON,Stlhd,fish/day,Adult Passage,3255
1999,8-Aug,BON,Stlhd,fish/day,Adult Passage,2763
1999,9-Aug,BON,Stlhd,fish/day,Adult Passage,2920
1999,10-Aug,BON,Stlhd,fish/day,Adult Passage,3529
1999,11-Aug,BON,Stlhd,fish/day,Adult Passage,2699
1999,12-Aug,BON,Stlhd,fish/day,Adult Passage,4240
1999,13-Aug,BON,Stlhd,fish/day,Adult Passage,3818
1999,14-Aug,BON,Stlhd,fish/day,Adult Passage,3281
1999,15-Aug,BON,Stlhd,fish/day,Adult Passage,2842
1999,16-Aug,BON,Stlhd,fish/day,Adult Passage,2579
1999,17-Aug,BON,Stlhd,fish/day,Adult Passage,3123
1999,18-Aug,BON,Stlhd,fish/day,Adult Passage,3578
1999,19-Aug,BON,Stlhd,fish/day,Adult Passage,3313
1999,20-Aug,BON,Stlhd,fish/day,Adult Passage,3838
1999,21-Aug,BON,Stlhd,fish/day,Adult Passage,3209
1999,22-Aug,BON,Stlhd,fish/day,Adult Passage,3292
1999,23-Aug,BON,Stlhd,fish/day,Adult Passage,3384
1999,24-Aug,BON,Stlhd,fish/day,Adult Passage,3297
1999,25-Aug,BON,Stlhd,fish/day,Adult Passage,3337
1999,26-Aug,BON,Stlhd,fish/day,Adult Passage,3281
1999,27-Aug,BON,Stlhd,fish/day,Adult Passage,2874
1999,28-Aug,BON,Stlhd,fish/day,Adult Passage,2612
1999,29-Aug,BON,Stlhd,fish/day,Adult Passage,2581
1999,30-Aug,BON,Stlhd,fish/day,Adult Passage,2725
1999,31-Aug,BON,Stlhd,fish/day,Adult Passage,2426
1999,1-Sep,BON,Stlhd,fish/day,Adult Passage,2100
1999,2-Sep,BON,Stlhd,fish/day,Adult Passage,1729
1999,3-Sep,BON,Stlhd,fish/day,Adult Passage,2161
1999,4-Sep,BON,Stlhd,fish/day,Adult Passage,2348
1999,5-Sep,BON,Stlhd,fish/day,Adult Passage,2267
1999,6-Sep,BON,Stlhd,fish/day,Adult Passage,1807
1999,7-Sep,BON,Stlhd,fish/day,Adult Passage,1730
1999,8-Sep,BON,Stlhd,fish/day,Adult Passage,1342
1999,9-Sep,BON,Stlhd,fish/day,Adult Passage,1425
1999,10-Sep,BON,Stlhd,fish/day,Adult Passage,1766
1999,11-Sep,BON,Stlhd,fish/day,Adult Passage,1802
1999,12-Sep,BON,Stlhd,fish/day,Adult Passage,1952
1999,13-Sep,BON,Stlhd,fish/day,Adult Passage,1810
1999,14-Sep,BON,Stlhd,fish/day,Adult Passage,1750
1999,15-Sep,BON,Stlhd,fish/day,Adult Passage,1560
1999,16-Sep,BON,Stlhd,fish/day,Adult Passage,1648
1999,17-Sep,BON,Stlhd,fish/day,Adult Passage,1713
1999,18-Sep,BON,Stlhd,fish/day,Adult Passage,1523
1999,19-Sep,BON,Stlhd,fish/day,Adult Passage,1494
1999,20-Sep,BON,Stlhd,fish/day,Adult Passage,1408
1999,21-Sep,BON,Stlhd,fish/day,Adult Passage,1286
1999,22-Sep,BON,Stlhd,fish/day,Adult Passage,1173
1999,23-Sep,BON,Stlhd,fish/day,Adult Passage,1122
1999,24-Sep,BON,Stlhd,fish/day,Adult Passage,849
1999,25-Sep,BON,Stlhd,fish/day,Adult Passage,865
1999,26-Sep,BON,Stlhd,fish/day,Adult Passage,933
1999,27-Sep,BON,Stlhd,fish/day,Adult Passage,846
1999,28-Sep,BON,Stlhd,fish/day,Adult Passage,962
1999,29-Sep,BON,Stlhd,fish/day,Adult Passage,793
1999,30-Sep,BON,Stlhd,fish/day,Adult Passage,811
1999,1-Oct,BON,Stlhd,fish/day,Adult Passage,483
1999,2-Oct,BON,Stlhd,fish/day,Adult Passage,369
1999,3-Oct,BON,Stlhd,fish/day,Adult Passage,402
1999,4-Oct,BON,Stlhd,fish/day,Adult Passage,421
1999,5-Oct,BON,Stlhd,fish/day,Adult Passage,405
1999,6-Oct,BON,Stlhd,fish/day,Adult Passage,380
1999,7-Oct,BON,Stlhd,fish/day,Adult Passage,318
1999,8-Oct,BON,Stlhd,fish/day,Adult Passage,315
1999,9-Oct,BON,Stlhd,fish/day,Adult Passage,301
1999,10-Oct,BON,Stlhd,fish/day,Adult Passage,308
1999,11-Oct,BON,Stlhd,fish/day,Adult Passage,301
1999,12-Oct,BON,Stlhd,fish/day,Adult Passage,211
1999,13-Oct,BON,Stlhd,fish/day,Adult Passage,207
1999,14-Oct,BON,Stlhd,fish/day,Adult Passage,161
1999,15-Oct,BON,Stlhd,fish/day,Adult Passage,164
1999,16-Oct,BON,Stlhd,fish/day,Adult Passage,129
1999,17-Oct,BON,Stlhd,fish/day,Adult Passage,144
1999,18-Oct,BON,Stlhd,fish/day,Adult Passage,133
1999,19-Oct,BON,Stlhd,fish/day,Adult Passage,148
1999,20-Oct,BON,Stlhd,fish/day,Adult Passage,132
1999,21-Oct,BON,Stlhd,fish/day,Adult Passage,107
1999,22-Oct,BON,Stlhd,fish/day,Adult Passage,95
1999,23-Oct,BON,Stlhd,fish/day,Adult Passage,80
1999,24-Oct,BON,Stlhd,fish/day,Adult Passage,94
1999,25-Oct,BON,Stlhd,fish/day,Adult Passage,66
1999,26-Oct,BON,Stlhd,fish/day,Adult Passage,65
1999,27-Oct,BON,Stlhd,fish/day,Adult Passage,49
1999,28-Oct,BON,Stlhd,fish/day,Adult Passage,93
1999,29-Oct,BON,Stlhd,fish/day,Adult Passage,99
1999,30-Oct,BON,Stlhd,fish/day,Adult Passage,90
1999,31-Oct,BON,Stlhd,fish/day,Adult Passage,94
1999,1-Nov,BON,Stlhd,fish/day,Adult Passage,31
1999,2-Nov,BON,Stlhd,fish/day,Adult Passage,29
1999,3-Nov,BON,Stlhd,fish/day,Adult Passage,27
1999,4-Nov,BON,Stlhd,fish/day,Adult Passage,44
1999,5-Nov,BON,Stlhd,fish/day,Adult Passage,37
1999,6-Nov,BON,Stlhd,fish/day,Adult Passage,24
1999,7-Nov,BON,Stlhd,fish/day,Adult Passage,27
1999,8-Nov,BON,Stlhd,fish/day,Adult Passage,24
1999,9-Nov,BON,Stlhd,fish/day,Adult Passage,29
1999,10-Nov,BON,Stlhd,fish/day,Adult Passage,32
1999,11-Nov,BON,Stlhd,fish/day,Adult Passage,15
1999,12-Nov,BON,Stlhd,fish/day,Adult Passage,11
1999,13-Nov,BON,Stlhd,fish/day,Adult Passage,28
1999,14-Nov,BON,Stlhd,fish/day,Adult Passage,24
1999,15-Nov,BON,Stlhd,fish/day,Adult Passage,10
1999,16-Nov,BON,Stlhd,fish/day,Adult Passage,NA
1999,17-Nov,BON,Stlhd,fish/day,Adult Passage,NA
1999,18-Nov,BON,Stlhd,fish/day,Adult Passage,NA
1999,19-Nov,BON,Stlhd,fish/day,Adult Passage,NA
1999,20-Nov,BON,Stlhd,fish/day,Adult Passage,NA
1999,21-Nov,BON,Stlhd,fish/day,Adult Passage,NA
1999,22-Nov,BON,Stlhd,fish/day,Adult Passage,NA
1999,23-Nov,BON,Stlhd,fish/day,Adult Passage,NA
1999,24-Nov,BON,Stlhd,fish/day,Adult Passage,NA
1999,25-Nov,BON,Stlhd,fish/day,Adult Passage,NA
1999,26-Nov,BON,Stlhd,fish/day,Adult Passage,NA
1999,27-Nov,BON,Stlhd,fish/day,Adult Passage,NA
1999,28-Nov,BON,Stlhd,fish/day,Adult Passage,NA
1999,29-Nov,BON,Stlhd,fish/day,Adult Passage,NA
1999,30-Nov,BON,Stlhd,fish/day,Adult Passage,NA
1999,1-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,2-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,3-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,4-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,5-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,6-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,7-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,8-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,9-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,10-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,11-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,12-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,13-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,14-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,15-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,16-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,17-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,18-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,19-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,20-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,21-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,22-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,23-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,24-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,25-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,26-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,27-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,28-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,29-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,30-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1999,31-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1998,1-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,2-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,3-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,4-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,5-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,6-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,7-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,8-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,9-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,10-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,11-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,12-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,13-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,14-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,15-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,16-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,17-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,18-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,19-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,20-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,21-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,22-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,23-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,24-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,25-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,26-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,27-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,28-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,29-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,30-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,31-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1998,1-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,2-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,3-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,4-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,5-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,6-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,7-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,8-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,9-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,10-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,11-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,12-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,13-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,14-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,15-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,16-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,17-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,18-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,19-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,20-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,21-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,22-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,23-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,24-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,25-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,26-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,27-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,28-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,29-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1998,1-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1998,2-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1998,3-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1998,4-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1998,5-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1998,6-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1998,7-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1998,8-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1998,9-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1998,10-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1998,11-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1998,12-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1998,13-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1998,14-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1998,15-Mar,BON,Stlhd,fish/day,Adult Passage,16
1998,16-Mar,BON,Stlhd,fish/day,Adult Passage,43
1998,17-Mar,BON,Stlhd,fish/day,Adult Passage,30
1998,18-Mar,BON,Stlhd,fish/day,Adult Passage,3
1998,19-Mar,BON,Stlhd,fish/day,Adult Passage,19
1998,20-Mar,BON,Stlhd,fish/day,Adult Passage,28
1998,21-Mar,BON,Stlhd,fish/day,Adult Passage,18
1998,22-Mar,BON,Stlhd,fish/day,Adult Passage,27
1998,23-Mar,BON,Stlhd,fish/day,Adult Passage,60
1998,24-Mar,BON,Stlhd,fish/day,Adult Passage,19
1998,25-Mar,BON,Stlhd,fish/day,Adult Passage,48
1998,26-Mar,BON,Stlhd,fish/day,Adult Passage,30
1998,27-Mar,BON,Stlhd,fish/day,Adult Passage,30
1998,28-Mar,BON,Stlhd,fish/day,Adult Passage,17
1998,29-Mar,BON,Stlhd,fish/day,Adult Passage,27
1998,30-Mar,BON,Stlhd,fish/day,Adult Passage,37
1998,31-Mar,BON,Stlhd,fish/day,Adult Passage,28
1998,1-Apr,BON,Stlhd,fish/day,Adult Passage,45
1998,2-Apr,BON,Stlhd,fish/day,Adult Passage,35
1998,3-Apr,BON,Stlhd,fish/day,Adult Passage,38
1998,4-Apr,BON,Stlhd,fish/day,Adult Passage,35
1998,5-Apr,BON,Stlhd,fish/day,Adult Passage,32
1998,6-Apr,BON,Stlhd,fish/day,Adult Passage,60
1998,7-Apr,BON,Stlhd,fish/day,Adult Passage,43
1998,8-Apr,BON,Stlhd,fish/day,Adult Passage,35
1998,9-Apr,BON,Stlhd,fish/day,Adult Passage,49
1998,10-Apr,BON,Stlhd,fish/day,Adult Passage,39
1998,11-Apr,BON,Stlhd,fish/day,Adult Passage,34
1998,12-Apr,BON,Stlhd,fish/day,Adult Passage,36
1998,13-Apr,BON,Stlhd,fish/day,Adult Passage,25
1998,14-Apr,BON,Stlhd,fish/day,Adult Passage,16
1998,15-Apr,BON,Stlhd,fish/day,Adult Passage,11
1998,16-Apr,BON,Stlhd,fish/day,Adult Passage,17
1998,17-Apr,BON,Stlhd,fish/day,Adult Passage,28
1998,18-Apr,BON,Stlhd,fish/day,Adult Passage,32
1998,19-Apr,BON,Stlhd,fish/day,Adult Passage,10
1998,20-Apr,BON,Stlhd,fish/day,Adult Passage,23
1998,21-Apr,BON,Stlhd,fish/day,Adult Passage,41
1998,22-Apr,BON,Stlhd,fish/day,Adult Passage,31
1998,23-Apr,BON,Stlhd,fish/day,Adult Passage,27
1998,24-Apr,BON,Stlhd,fish/day,Adult Passage,14
1998,25-Apr,BON,Stlhd,fish/day,Adult Passage,27
1998,26-Apr,BON,Stlhd,fish/day,Adult Passage,23
1998,27-Apr,BON,Stlhd,fish/day,Adult Passage,16
1998,28-Apr,BON,Stlhd,fish/day,Adult Passage,16
1998,29-Apr,BON,Stlhd,fish/day,Adult Passage,20
1998,30-Apr,BON,Stlhd,fish/day,Adult Passage,24
1998,1-May,BON,Stlhd,fish/day,Adult Passage,29
1998,2-May,BON,Stlhd,fish/day,Adult Passage,24
1998,3-May,BON,Stlhd,fish/day,Adult Passage,37
1998,4-May,BON,Stlhd,fish/day,Adult Passage,23
1998,5-May,BON,Stlhd,fish/day,Adult Passage,43
1998,6-May,BON,Stlhd,fish/day,Adult Passage,35
1998,7-May,BON,Stlhd,fish/day,Adult Passage,40
1998,8-May,BON,Stlhd,fish/day,Adult Passage,35
1998,9-May,BON,Stlhd,fish/day,Adult Passage,29
1998,10-May,BON,Stlhd,fish/day,Adult Passage,34
1998,11-May,BON,Stlhd,fish/day,Adult Passage,40
1998,12-May,BON,Stlhd,fish/day,Adult Passage,35
1998,13-May,BON,Stlhd,fish/day,Adult Passage,35
1998,14-May,BON,Stlhd,fish/day,Adult Passage,39
1998,15-May,BON,Stlhd,fish/day,Adult Passage,28
1998,16-May,BON,Stlhd,fish/day,Adult Passage,24
1998,17-May,BON,Stlhd,fish/day,Adult Passage,54
1998,18-May,BON,Stlhd,fish/day,Adult Passage,48
1998,19-May,BON,Stlhd,fish/day,Adult Passage,46
1998,20-May,BON,Stlhd,fish/day,Adult Passage,56
1998,21-May,BON,Stlhd,fish/day,Adult Passage,69
1998,22-May,BON,Stlhd,fish/day,Adult Passage,86
1998,23-May,BON,Stlhd,fish/day,Adult Passage,87
1998,24-May,BON,Stlhd,fish/day,Adult Passage,57
1998,25-May,BON,Stlhd,fish/day,Adult Passage,54
1998,26-May,BON,Stlhd,fish/day,Adult Passage,60
1998,27-May,BON,Stlhd,fish/day,Adult Passage,69
1998,28-May,BON,Stlhd,fish/day,Adult Passage,111
1998,29-May,BON,Stlhd,fish/day,Adult Passage,92
1998,30-May,BON,Stlhd,fish/day,Adult Passage,83
1998,31-May,BON,Stlhd,fish/day,Adult Passage,76
1998,1-Jun,BON,Stlhd,fish/day,Adult Passage,90
1998,2-Jun,BON,Stlhd,fish/day,Adult Passage,107
1998,3-Jun,BON,Stlhd,fish/day,Adult Passage,78
1998,4-Jun,BON,Stlhd,fish/day,Adult Passage,132
1998,5-Jun,BON,Stlhd,fish/day,Adult Passage,110
1998,6-Jun,BON,Stlhd,fish/day,Adult Passage,104
1998,7-Jun,BON,Stlhd,fish/day,Adult Passage,111
1998,8-Jun,BON,Stlhd,fish/day,Adult Passage,113
1998,9-Jun,BON,Stlhd,fish/day,Adult Passage,117
1998,10-Jun,BON,Stlhd,fish/day,Adult Passage,159
1998,11-Jun,BON,Stlhd,fish/day,Adult Passage,167
1998,12-Jun,BON,Stlhd,fish/day,Adult Passage,145
1998,13-Jun,BON,Stlhd,fish/day,Adult Passage,124
1998,14-Jun,BON,Stlhd,fish/day,Adult Passage,176
1998,15-Jun,BON,Stlhd,fish/day,Adult Passage,170
1998,16-Jun,BON,Stlhd,fish/day,Adult Passage,171
1998,17-Jun,BON,Stlhd,fish/day,Adult Passage,221
1998,18-Jun,BON,Stlhd,fish/day,Adult Passage,189
1998,19-Jun,BON,Stlhd,fish/day,Adult Passage,242
1998,20-Jun,BON,Stlhd,fish/day,Adult Passage,262
1998,21-Jun,BON,Stlhd,fish/day,Adult Passage,294
1998,22-Jun,BON,Stlhd,fish/day,Adult Passage,347
1998,23-Jun,BON,Stlhd,fish/day,Adult Passage,369
1998,24-Jun,BON,Stlhd,fish/day,Adult Passage,331
1998,25-Jun,BON,Stlhd,fish/day,Adult Passage,447
1998,26-Jun,BON,Stlhd,fish/day,Adult Passage,321
1998,27-Jun,BON,Stlhd,fish/day,Adult Passage,368
1998,28-Jun,BON,Stlhd,fish/day,Adult Passage,403
1998,29-Jun,BON,Stlhd,fish/day,Adult Passage,504
1998,30-Jun,BON,Stlhd,fish/day,Adult Passage,610
1998,1-Jul,BON,Stlhd,fish/day,Adult Passage,456
1998,2-Jul,BON,Stlhd,fish/day,Adult Passage,680
1998,3-Jul,BON,Stlhd,fish/day,Adult Passage,569
1998,4-Jul,BON,Stlhd,fish/day,Adult Passage,585
1998,5-Jul,BON,Stlhd,fish/day,Adult Passage,654
1998,6-Jul,BON,Stlhd,fish/day,Adult Passage,653
1998,7-Jul,BON,Stlhd,fish/day,Adult Passage,756
1998,8-Jul,BON,Stlhd,fish/day,Adult Passage,728
1998,9-Jul,BON,Stlhd,fish/day,Adult Passage,1000
1998,10-Jul,BON,Stlhd,fish/day,Adult Passage,1050
1998,11-Jul,BON,Stlhd,fish/day,Adult Passage,1051
1998,12-Jul,BON,Stlhd,fish/day,Adult Passage,1098
1998,13-Jul,BON,Stlhd,fish/day,Adult Passage,889
1998,14-Jul,BON,Stlhd,fish/day,Adult Passage,957
1998,15-Jul,BON,Stlhd,fish/day,Adult Passage,1062
1998,16-Jul,BON,Stlhd,fish/day,Adult Passage,1210
1998,17-Jul,BON,Stlhd,fish/day,Adult Passage,1259
1998,18-Jul,BON,Stlhd,fish/day,Adult Passage,1297
1998,19-Jul,BON,Stlhd,fish/day,Adult Passage,1102
1998,20-Jul,BON,Stlhd,fish/day,Adult Passage,1092
1998,21-Jul,BON,Stlhd,fish/day,Adult Passage,1173
1998,22-Jul,BON,Stlhd,fish/day,Adult Passage,1293
1998,23-Jul,BON,Stlhd,fish/day,Adult Passage,1090
1998,24-Jul,BON,Stlhd,fish/day,Adult Passage,1764
1998,25-Jul,BON,Stlhd,fish/day,Adult Passage,1711
1998,26-Jul,BON,Stlhd,fish/day,Adult Passage,1692
1998,27-Jul,BON,Stlhd,fish/day,Adult Passage,1839
1998,28-Jul,BON,Stlhd,fish/day,Adult Passage,1475
1998,29-Jul,BON,Stlhd,fish/day,Adult Passage,1838
1998,30-Jul,BON,Stlhd,fish/day,Adult Passage,1687
1998,31-Jul,BON,Stlhd,fish/day,Adult Passage,1596
1998,1-Aug,BON,Stlhd,fish/day,Adult Passage,944
1998,2-Aug,BON,Stlhd,fish/day,Adult Passage,778
1998,3-Aug,BON,Stlhd,fish/day,Adult Passage,987
1998,4-Aug,BON,Stlhd,fish/day,Adult Passage,1428
1998,5-Aug,BON,Stlhd,fish/day,Adult Passage,1877
1998,6-Aug,BON,Stlhd,fish/day,Adult Passage,2031
1998,7-Aug,BON,Stlhd,fish/day,Adult Passage,1383
1998,8-Aug,BON,Stlhd,fish/day,Adult Passage,949
1998,9-Aug,BON,Stlhd,fish/day,Adult Passage,1245
1998,10-Aug,BON,Stlhd,fish/day,Adult Passage,2341
1998,11-Aug,BON,Stlhd,fish/day,Adult Passage,3275
1998,12-Aug,BON,Stlhd,fish/day,Adult Passage,3776
1998,13-Aug,BON,Stlhd,fish/day,Adult Passage,3466
1998,14-Aug,BON,Stlhd,fish/day,Adult Passage,2697
1998,15-Aug,BON,Stlhd,fish/day,Adult Passage,1779
1998,16-Aug,BON,Stlhd,fish/day,Adult Passage,1315
1998,17-Aug,BON,Stlhd,fish/day,Adult Passage,973
1998,18-Aug,BON,Stlhd,fish/day,Adult Passage,620
1998,19-Aug,BON,Stlhd,fish/day,Adult Passage,577
1998,20-Aug,BON,Stlhd,fish/day,Adult Passage,401
1998,21-Aug,BON,Stlhd,fish/day,Adult Passage,417
1998,22-Aug,BON,Stlhd,fish/day,Adult Passage,593
1998,23-Aug,BON,Stlhd,fish/day,Adult Passage,1014
1998,24-Aug,BON,Stlhd,fish/day,Adult Passage,1886
1998,25-Aug,BON,Stlhd,fish/day,Adult Passage,2294
1998,26-Aug,BON,Stlhd,fish/day,Adult Passage,2646
1998,27-Aug,BON,Stlhd,fish/day,Adult Passage,2743
1998,28-Aug,BON,Stlhd,fish/day,Adult Passage,3345
1998,29-Aug,BON,Stlhd,fish/day,Adult Passage,3614
1998,30-Aug,BON,Stlhd,fish/day,Adult Passage,3103
1998,31-Aug,BON,Stlhd,fish/day,Adult Passage,2535
1998,1-Sep,BON,Stlhd,fish/day,Adult Passage,2099
1998,2-Sep,BON,Stlhd,fish/day,Adult Passage,1629
1998,3-Sep,BON,Stlhd,fish/day,Adult Passage,1264
1998,4-Sep,BON,Stlhd,fish/day,Adult Passage,1176
1998,5-Sep,BON,Stlhd,fish/day,Adult Passage,1073
1998,6-Sep,BON,Stlhd,fish/day,Adult Passage,1134
1998,7-Sep,BON,Stlhd,fish/day,Adult Passage,1528
1998,8-Sep,BON,Stlhd,fish/day,Adult Passage,2877
1998,9-Sep,BON,Stlhd,fish/day,Adult Passage,3329
1998,10-Sep,BON,Stlhd,fish/day,Adult Passage,2975
1998,11-Sep,BON,Stlhd,fish/day,Adult Passage,3166
1998,12-Sep,BON,Stlhd,fish/day,Adult Passage,2905
1998,13-Sep,BON,Stlhd,fish/day,Adult Passage,3783
1998,14-Sep,BON,Stlhd,fish/day,Adult Passage,3946
1998,15-Sep,BON,Stlhd,fish/day,Adult Passage,2879
1998,16-Sep,BON,Stlhd,fish/day,Adult Passage,2568
1998,17-Sep,BON,Stlhd,fish/day,Adult Passage,2227
1998,18-Sep,BON,Stlhd,fish/day,Adult Passage,1836
1998,19-Sep,BON,Stlhd,fish/day,Adult Passage,1842
1998,20-Sep,BON,Stlhd,fish/day,Adult Passage,2026
1998,21-Sep,BON,Stlhd,fish/day,Adult Passage,3307
1998,22-Sep,BON,Stlhd,fish/day,Adult Passage,3982
1998,23-Sep,BON,Stlhd,fish/day,Adult Passage,3353
1998,24-Sep,BON,Stlhd,fish/day,Adult Passage,3105
1998,25-Sep,BON,Stlhd,fish/day,Adult Passage,2493
1998,26-Sep,BON,Stlhd,fish/day,Adult Passage,1877
1998,27-Sep,BON,Stlhd,fish/day,Adult Passage,1536
1998,28-Sep,BON,Stlhd,fish/day,Adult Passage,1733
1998,29-Sep,BON,Stlhd,fish/day,Adult Passage,1974
1998,30-Sep,BON,Stlhd,fish/day,Adult Passage,1511
1998,1-Oct,BON,Stlhd,fish/day,Adult Passage,1307
